"f1","f2","label"
60.84, 22.30,"nope"
72.04, 19.60,"nope"
75.79, 18.44,"nope"
75.25, 18.80,"nope"
67.93, 21.56,"nope"
72.76, 17.97,"nope"
65.81, 20.54,"nope"
60.68, 21.41,"nope"
61.27, 20.41,"nope"
70.81, 18.04,"nope"
62.27, 21.45,"nope"
60.71, 24.16,"nope"
57.75, 23.61,"nope"
64.30, 20.10,"nope"
78.24, 17.32,"nope"
68.51, 19.30,"nope"
71.41, 17.37,"nope"
64.37, 19.22,"nope"
77.33, 16.19,"nope"
79.22, 15.83,"nope"
65.42, 19.57,"nope"
49.83, 23.36,"nope"
49.41, 24.24,"nope"
61.99, 20.73,"nope"
56.01, 21.97,"nope"
52.97, 22.33,"nope"
49.47, 25.21,"nope"
48.18, 26.20,"nope"
46.09, 24.81,"nope"
51.81, 22.45,"nope"
53.78, 21.30,"nope"
61.85, 20.20,"nope"
69.61, 18.01,"nope"
63.41, 19.71,"nope"
56.57, 21.53,"nope"
67.36, 17.90,"nope"
57.03, 21.79,"nope"
54.40, 21.12,"nope"
50.92, 22.55,"nope"
85.90, 15.80,"nope"
66.49, 21.08,"nope"
59.28, 21.80,"nope"
75.23, 18.33,"nope"
79.45, 18.87,"nope"
76.54, 19.31,"nope"
64.40, 22.98,"nope"
61.80, 23.87,"nope"
74.12, 19.87,"nope"
61.18, 22.03,"nope"
54.81, 24.09,"nope"
55.49, 22.04,"nope"
56.30, 22.81,"nope"
76.94, 17.83,"nope"
83.66, 16.99,"nope"
71.54, 19.03,"nope"
67.05, 20.50,"nope"
78.83, 19.01,"nope"
58.60, 23.17,"nope"
60.57, 23.03,"nope"
45.60, 27.11,"nope"
70.11, 17.51,"nope"
58.35, 22.35,"nope"
65.19, 20.59,"nope"
65.52, 19.64,"nope"
68.43, 18.46,"nope"
48.94, 26.41,"nope"
62.00, 24.86,"nope"
57.37, 24.87,"nope"
80.61, 18.32,"nope"
56.92, 25.80,"nope"
65.20, 21.48,"nope"
69.20, 20.40,"nope"
69.51, 20.85,"nope"
96.60, 15.22,"nope"
53.01, 24.00,"nope"
53.43, 24.77,"nope"
71.67, 18.39,"nope"
72.76, 18.84,"nope"
58.52, 22.71,"nope"
49.16, 26.51,"nope"
54.19, 23.00,"nope"
59.39, 21.24,"nope"
96.47, 15.24,"nope"
56.15, 21.45,"nope"
57.53, 24.06,"nope"
55.55, 25.20,"nope"
99.94, 15.34,"nope"
79.77, 18.96,"nope"
83.34, 17.68,"nope"
61.27, 21.79,"nope"
1501.88, 18.08,"blow"
1962.02, 20.79,"blow"
1918.67, 21.49,"blow"
1625.78, 20.73,"blow"
1972.47, 22.35,"blow"
1766.06, 22.13,"blow"
2037.60, 23.65,"blow"
2138.85, 22.31,"blow"
2069.51, 21.83,"blow"
1985.52, 19.71,"blow"
2017.24, 25.39,"blow"
2174.54, 25.32,"blow"
2269.87, 25.47,"blow"
2240.70, 28.43,"blow"
2307.73, 24.52,"blow"
2055.10, 21.77,"blow"
2244.34, 25.69,"blow"
162.73, 12.36,"nope"
63.84, 19.74,"nope"
60.74, 21.24,"nope"
73.09, 16.80,"nope"
56.71, 20.17,"nope"
53.81, 21.08,"nope"
47.73, 24.22,"nope"
49.10, 22.97,"nope"
86.82, 15.94,"nope"
92.15, 15.80,"nope"
78.59, 17.55,"nope"
55.80, 22.57,"nope"
63.58, 20.45,"nope"
69.54, 19.24,"nope"
115.93, 13.92,"nope"
107.91, 14.74,"nope"
79.35, 18.75,"nope"
69.94, 19.50,"nope"
56.39, 20.14,"nope"
51.02, 23.71,"nope"
1727.12, 17.59,"blow"
1619.13, 16.73,"blow"
2054.16, 18.45,"blow"
2196.75, 20.21,"blow"
1926.04, 17.77,"blow"
1767.76, 17.08,"blow"
2130.68, 22.03,"blow"
1693.44, 20.08,"blow"
1955.34, 21.43,"blow"
1878.06, 16.98,"blow"
2226.62, 20.40,"blow"
1617.79, 16.63,"blow"
2127.78, 21.15,"blow"
1865.53, 18.93,"blow"
1887.08, 18.41,"blow"
1983.53, 19.03,"blow"
1736.48, 19.71,"blow"
2048.86, 20.97,"blow"
1743.90, 18.42,"blow"
1864.21, 15.88,"blow"
1773.22, 17.60,"blow"
1793.06, 18.80,"blow"
1810.88, 19.04,"blow"
2121.00, 19.87,"blow"
1761.71, 20.09,"blow"
1996.85, 22.12,"blow"
1742.83, 22.06,"blow"
1788.18, 20.39,"blow"
1701.58, 17.41,"blow"
1583.93, 19.95,"blow"
1686.97, 17.90,"blow"
1302.44, 20.39,"blow"
1764.83, 20.92,"blow"
1896.14, 21.87,"blow"
2021.13, 24.44,"blow"
2237.32, 23.33,"blow"
2139.53, 23.66,"blow"
2327.37, 26.71,"blow"
192.66, 11.42,"nope"
42.87, 26.29,"nope"
81.30, 17.70,"nope"
90.12, 15.85,"nope"
66.42, 20.81,"nope"
75.34, 19.44,"nope"
55.60, 23.86,"nope"
53.75, 23.73,"nope"
59.04, 23.65,"nope"
49.12, 22.29,"nope"
52.15, 23.62,"nope"
44.79, 23.79,"nope"
46.34, 24.51,"nope"
66.39, 20.52,"nope"
58.02, 21.77,"nope"
62.95, 22.68,"nope"
65.13, 19.58,"nope"
60.67, 23.32,"nope"
85.68, 17.50,"nope"
62.45, 22.18,"nope"
87.55, 17.62,"nope"
80.50, 17.92,"nope"
73.55, 19.01,"nope"
88.12, 16.05,"nope"
87.34, 15.41,"nope"
70.47, 18.55,"nope"
51.90, 22.41,"nope"
65.53, 19.85,"nope"
61.66, 20.92,"nope"
59.78, 22.11,"nope"
53.94, 24.30,"nope"
56.96, 23.80,"nope"
73.31, 19.46,"nope"
61.40, 21.85,"nope"
81.55, 16.75,"nope"
89.61, 17.35,"nope"
78.09, 17.76,"nope"
74.47, 20.05,"nope"
60.44, 23.52,"nope"
58.43, 22.83,"nope"
63.38, 21.49,"nope"
48.79, 24.99,"nope"
47.88, 25.65,"nope"
46.45, 26.00,"nope"
42.08, 26.65,"nope"
44.22, 25.61,"nope"
87.69, 15.17,"nope"
72.16, 18.45,"nope"
54.12, 21.85,"nope"
40.88, 27.19,"nope"
50.46, 23.49,"nope"
63.76, 20.81,"nope"
46.23, 27.19,"nope"
42.04, 27.07,"nope"
45.95, 25.55,"nope"
56.32, 22.40,"nope"
52.74, 23.46,"nope"
53.65, 24.84,"nope"
54.46, 24.95,"nope"
55.20, 24.09,"nope"
50.46, 25.55,"nope"
71.55, 19.72,"nope"
69.78, 18.91,"nope"
72.07, 19.23,"nope"
78.07, 17.78,"nope"
67.71, 18.56,"nope"
82.30, 16.35,"nope"
60.31, 19.02,"nope"
54.11, 23.75,"nope"
55.30, 23.23,"nope"
70.73, 18.76,"nope"
74.11, 18.55,"nope"
66.34, 20.49,"nope"
66.91, 21.54,"nope"
1292.86, 15.46,"blow"
1745.52, 20.27,"blow"
2235.02, 21.48,"blow"
1817.40, 18.20,"blow"
2090.90, 20.39,"blow"
1788.29, 19.29,"blow"
1945.21, 19.03,"blow"
2144.31, 20.39,"blow"
2253.49, 23.07,"blow"
1863.39, 20.24,"blow"
1783.30, 21.61,"blow"
1839.55, 20.60,"blow"
1627.42, 18.71,"blow"
1775.54, 19.15,"blow"
1505.31, 18.18,"blow"
1487.70, 18.10,"blow"
1583.67, 18.17,"blow"
1648.36, 17.76,"blow"
1824.40, 18.67,"blow"
2122.10, 20.22,"blow"
1803.26, 15.26,"blow"
1690.30, 17.62,"blow"
1800.68, 19.75,"blow"
2034.89, 20.23,"blow"
1796.77, 18.31,"blow"
2035.48, 17.89,"blow"
68.35, 19.24,"nope"
56.28, 20.82,"nope"
65.59, 18.39,"nope"
63.01, 19.81,"nope"
49.80, 24.51,"nope"
56.62, 20.69,"nope"
56.83, 20.92,"nope"
80.09, 17.42,"nope"
99.10, 14.84,"nope"
73.91, 17.94,"nope"
1091.38, 20.93,"blow"
1902.11, 22.56,"blow"
2103.24, 23.09,"blow"
2371.90, 25.00,"blow"
2575.93, 26.59,"blow"
2357.56, 24.27,"blow"
2373.63, 23.31,"blow"
2687.03, 25.26,"blow"
2363.98, 23.97,"blow"
2486.35, 24.55,"blow"
2641.07, 27.29,"blow"
2513.43, 25.61,"blow"
2348.91, 28.52,"blow"
2434.15, 25.72,"blow"
2328.82, 24.03,"blow"
2285.71, 24.75,"blow"
2451.95, 23.63,"blow"
2495.07, 26.56,"blow"
2613.23, 26.93,"blow"
2336.33, 26.28,"blow"
47.83, 23.51,"nope"
46.92, 25.30,"nope"
90.27, 16.01,"nope"
75.80, 18.99,"nope"
62.66, 20.59,"nope"
69.66, 19.01,"nope"
108.12, 13.96,"nope"
89.13, 16.72,"nope"
63.25, 22.16,"nope"
53.26, 25.04,"nope"
74.70, 16.93,"nope"
2183.65, 19.76,"blow"
2325.55, 22.99,"blow"
2554.76, 22.72,"blow"
2369.50, 25.15,"blow"
2465.84, 23.69,"blow"
2390.29, 23.88,"blow"
2605.10, 24.02,"blow"
2255.16, 22.26,"blow"
2520.79, 23.56,"blow"
2702.22, 23.80,"blow"
2474.33, 24.88,"blow"
2701.76, 27.07,"blow"
2851.00, 25.78,"blow"
2626.74, 25.44,"blow"
2519.83, 26.05,"blow"
2654.80, 26.73,"blow"
2831.11, 27.69,"blow"
2435.85, 23.67,"blow"
2553.76, 24.12,"blow"
2699.06, 25.47,"blow"
2504.08, 24.49,"blow"
2514.52, 26.21,"blow"
2387.22, 23.32,"blow"
2460.23, 24.77,"blow"
2495.49, 26.49,"blow"
57.40, 21.19,"nope"
43.78, 25.60,"nope"
47.34, 22.43,"nope"
56.92, 20.37,"nope"
58.06, 21.96,"nope"
53.38, 22.09,"nope"
61.06, 21.13,"nope"
73.50, 16.22,"nope"
93.78, 14.35,"nope"
59.17, 20.59,"nope"
65.10, 24.49,"nope"
55.76, 20.69,"nope"
51.02, 23.02,"nope"
54.99, 20.43,"nope"
49.72, 23.59,"nope"
53.58, 22.28,"nope"
67.77, 20.90,"nope"
62.76, 22.23,"nope"
67.09, 20.79,"nope"
72.41, 18.64,"nope"
69.99, 18.39,"nope"
80.01, 16.51,"nope"
62.72, 21.10,"nope"
56.19, 24.16,"nope"
87.76, 16.33,"nope"
61.77, 22.21,"nope"
1946.09, 16.05,"blow"
2215.95, 21.68,"blow"
2096.68, 20.67,"blow"
1961.88, 19.98,"blow"
2266.92, 20.25,"blow"
2313.50, 22.54,"blow"
2621.82, 23.11,"blow"
2419.41, 26.74,"blow"
2174.67, 21.33,"blow"
48.08, 23.70,"nope"
54.55, 23.25,"nope"
63.57, 20.27,"nope"
50.24, 22.65,"nope"
41.90, 26.07,"nope"
93.23, 15.76,"nope"
87.89, 17.86,"nope"
2010.79, 18.79,"blow"
2237.50, 22.26,"blow"
2201.29, 23.83,"blow"
1896.67, 21.26,"blow"
2482.13, 24.08,"blow"
2476.81, 25.81,"blow"
2484.12, 21.43,"blow"
2085.31, 25.21,"blow"
2427.35, 22.82,"blow"
2305.29, 23.84,"blow"
2445.66, 22.54,"blow"
2278.09, 23.89,"blow"
2319.28, 21.79,"blow"
2732.87, 25.65,"blow"
2380.72, 21.45,"blow"
2360.59, 22.67,"blow"
2245.04, 21.40,"blow"
2117.13, 22.82,"blow"
2174.36, 26.54,"blow"
2436.85, 26.09,"blow"
2573.88, 24.36,"blow"
2410.58, 22.28,"blow"
72.61, 18.53,"nope"
73.15, 19.18,"nope"
75.13, 19.12,"nope"
86.78, 16.44,"nope"
83.91, 16.63,"nope"
61.03, 20.21,"nope"
53.89, 22.13,"nope"
67.61, 18.06,"nope"
53.81, 21.82,"nope"
43.64, 24.59,"nope"
40.84, 27.08,"nope"
42.85, 26.89,"nope"
44.13, 26.57,"nope"
51.81, 22.39,"nope"
86.43, 17.55,"nope"
83.85, 17.38,"nope"
86.43, 22.23,"nope"
52.60, 24.17,"nope"
55.01, 23.32,"nope"
56.51, 24.56,"nope"
58.36, 24.11,"nope"
52.85, 23.52,"nope"
44.47, 28.18,"nope"
57.71, 24.35,"nope"
55.51, 23.49,"nope"
52.40, 25.61,"nope"
49.72, 23.31,"nope"
44.01, 24.86,"nope"
66.95, 20.89,"nope"
92.09, 16.43,"nope"
75.90, 17.47,"nope"
76.53, 18.24,"nope"
72.09, 18.26,"nope"
73.22, 18.24,"nope"
72.75, 18.39,"nope"
57.87, 23.38,"nope"
49.72, 25.06,"nope"
57.02, 22.35,"nope"
73.98, 18.60,"nope"
80.23, 18.12,"nope"
56.43, 23.34,"nope"
61.65, 22.67,"nope"
70.99, 19.62,"nope"
88.47, 17.09,"nope"
93.61, 16.62,"nope"
72.42, 19.48,"nope"
75.66, 18.46,"nope"
80.96, 16.56,"nope"
78.51, 15.95,"nope"
72.81, 17.19,"nope"
52.54, 23.89,"nope"
54.09, 24.19,"nope"
62.94, 21.14,"nope"
60.80, 20.46,"nope"
51.62, 22.69,"nope"
47.35, 25.43,"nope"
49.21, 25.33,"nope"
262.16, 12.89,"nope"
1032.05, 19.12,"blow"
1860.40, 20.83,"blow"
1900.33, 20.96,"blow"
2106.65, 23.29,"blow"
2012.22, 21.81,"blow"
2041.95, 24.20,"blow"
2058.16, 26.04,"blow"
2315.30, 24.48,"blow"
2254.30, 22.27,"blow"
2305.54, 24.00,"blow"
2226.84, 23.74,"blow"
2318.19, 23.38,"blow"
2428.16, 23.86,"blow"
2223.51, 23.73,"blow"
2429.93, 24.96,"blow"
2356.74, 26.25,"blow"
2384.25, 24.19,"blow"
2568.35, 28.12,"blow"
2616.96, 28.05,"blow"
2375.28, 25.30,"blow"
147.37, 14.15,"nope"
85.23, 16.63,"nope"
69.18, 21.26,"nope"
90.50, 17.17,"nope"
72.79, 19.08,"nope"
50.46, 23.51,"nope"
48.10, 25.14,"nope"
65.57, 20.53,"nope"
67.99, 19.34,"nope"
68.75, 21.03,"nope"
54.46, 21.81,"nope"
742.04, 25.91,"nope"
250.54, 18.02,"nope"
300.71, 14.30,"nope"
59.33, 23.99,"nope"
56.14, 23.09,"nope"
81.18, 19.81,"nope"
261.87, 15.24,"nope"
116.80, 14.60,"nope"
58.89, 22.62,"nope"
202.13, 15.04,"nope"
125.28, 18.89,"nope"
93.18, 19.09,"nope"
397.61, 13.34,"nope"
351.01, 17.42,"nope"
984.73, 19.47,"nope"
645.28, 12.85,"nope"
913.00, 19.05,"nope"
437.36, 14.41,"nope"
1120.55, 20.04,"nope"
148.61, 14.32,"nope"
166.25, 12.98,"nope"
557.64, 15.69,"nope"
446.82, 14.39,"nope"
433.30, 10.43,"nope"
79.23, 17.70,"nope"
1013.45, 12.62,"nope"
1009.85, 15.26,"nope"
533.54, 15.44,"nope"
451.59, 19.93,"nope"
322.02, 16.67,"nope"
424.90, 18.68,"nope"
73.35, 18.74,"nope"
180.64, 17.53,"nope"
1106.89, 15.95,"nope"
830.38, 17.68,"nope"
783.85, 20.32,"nope"
1026.88, 16.77,"nope"
905.83, 16.16,"nope"
526.93, 16.07,"nope"
257.82, 20.65,"nope"
604.58, 16.84,"nope"
639.64, 17.71,"nope"
1384.31, 15.21,"nope"
1529.89, 18.09,"nope"
1321.23, 18.98,"nope"
850.71, 17.72,"nope"
1080.29, 16.47,"nope"
646.45, 15.80,"nope"
71.27, 19.42,"nope"
1164.67, 13.48,"nope"
804.24, 15.32,"nope"
586.02, 16.73,"nope"
1223.43, 14.87,"nope"
1165.76, 16.71,"nope"
800.56, 17.15,"nope"
997.14, 19.80,"nope"
833.42, 20.34,"nope"
796.26, 18.29,"nope"
83.48, 17.35,"nope"
215.35, 15.38,"nope"
395.17, 18.59,"nope"
473.68, 19.76,"nope"
717.99, 13.95,"nope"
676.38, 15.23,"nope"
644.51, 16.49,"nope"
833.64, 17.12,"nope"
560.43, 12.12,"nope"
149.35, 13.16,"nope"
38.46, 26.50,"nope"
104.76, 16.22,"nope"
102.05, 18.24,"nope"
83.69, 17.46,"nope"
47.86, 23.60,"nope"
46.87, 22.73,"nope"
319.52, 8.79,"nope"
256.01, 12.48,"nope"
133.33, 15.33,"nope"
121.41, 18.42,"nope"
318.89, 21.66,"nope"
661.66, 11.86,"nope"
183.27, 16.50,"nope"
294.81, 15.87,"nope"
383.45, 15.61,"nope"
648.26, 14.60,"nope"
1077.19, 18.74,"nope"
394.13, 14.88,"nope"
121.19, 18.35,"nope"
1445.75, 15.86,"nope"
834.98, 20.72,"nope"
1048.50, 12.82,"nope"
791.67, 16.89,"nope"
1526.16, 20.88,"nope"
505.92, 17.20,"nope"
858.81, 18.71,"nope"
870.88, 14.23,"nope"
58.87, 21.50,"nope"
352.24, 16.44,"nope"
145.15, 17.50,"nope"
1040.06, 14.92,"nope"
255.82, 15.41,"nope"
355.66, 19.74,"nope"
777.26, 18.63,"nope"
159.95, 15.60,"nope"
43.95, 24.62,"nope"
51.90, 24.85,"nope"
48.43, 25.96,"nope"
49.46, 23.61,"nope"
46.05, 25.32,"nope"
50.17, 27.69,"nope"
79.04, 20.64,"nope"
53.75, 23.51,"nope"
53.94, 22.89,"nope"
49.76, 24.43,"nope"
52.23, 21.88,"nope"
66.09, 20.49,"nope"
50.81, 22.75,"nope"
63.49, 20.59,"nope"
314.18, 19.23,"nope"
1354.46, 17.78,"nope"
425.70, 17.63,"nope"
121.97, 17.40,"nope"
1042.14, 18.32,"nope"
1178.34, 16.68,"nope"
671.32, 17.18,"nope"
341.43, 11.48,"nope"
762.31, 15.31,"nope"
1010.40, 23.28,"nope"
955.87, 18.00,"nope"
614.44, 14.93,"nope"
111.51, 15.76,"nope"
76.70, 18.24,"nope"
73.04, 17.72,"nope"
135.46, 13.09,"nope"
117.69, 14.75,"nope"
196.85, 16.92,"nope"
200.47, 15.65,"nope"
885.35, 17.43,"nope"
369.01, 20.31,"nope"
357.78, 16.16,"nope"
203.35, 17.90,"nope"
56.61, 20.31,"nope"
39.24, 27.45,"nope"
77.97, 19.45,"nope"
411.24, 10.18,"nope"
477.68, 15.20,"nope"
703.23, 13.25,"nope"
974.28, 13.85,"nope"
547.04, 13.84,"nope"
537.46, 16.04,"nope"
683.37, 16.11,"nope"
851.24, 14.24,"nope"
959.17, 19.52,"nope"
326.06, 16.98,"nope"
435.78, 15.80,"nope"
69.24, 21.25,"nope"
66.69, 20.54,"nope"
58.56, 21.27,"nope"
167.45, 18.14,"nope"
73.39, 17.07,"nope"
54.16, 21.04,"nope"
97.95, 14.15,"nope"
912.23, 12.75,"nope"
615.48, 11.82,"nope"
434.57, 15.25,"nope"
394.04, 10.83,"nope"
97.63, 20.90,"nope"
556.13, 14.58,"nope"
532.24, 14.23,"nope"
730.96, 12.93,"nope"
715.04, 13.15,"nope"
65.06, 23.44,"nope"
70.02, 22.37,"nope"
55.70, 25.51,"nope"
51.02, 25.71,"nope"
43.74, 25.49,"nope"
49.05, 25.43,"nope"
437.61, 13.93,"nope"
536.40, 17.16,"nope"
754.38, 20.31,"nope"
1118.69, 16.76,"nope"
278.64, 14.31,"nope"
467.82, 10.86,"nope"
105.15, 18.23,"nope"
114.39, 17.91,"nope"
79.54, 18.96,"nope"
77.01, 19.10,"nope"
90.11, 20.67,"nope"
61.44, 25.03,"nope"
172.78, 14.59,"nope"
116.72, 20.32,"nope"
610.51, 17.81,"nope"
313.71, 17.30,"nope"
1160.16, 13.23,"nope"
122.93, 12.37,"nope"
158.78, 13.46,"nope"
236.67, 11.34,"nope"
174.26, 13.80,"nope"
74.78, 17.70,"nope"
1054.95, 15.77,"nope"
752.99, 14.20,"nope"
546.22, 15.49,"nope"
1258.58, 14.98,"nope"
1025.57, 15.72,"nope"
205.92, 15.06,"nope"
331.01, 13.97,"nope"
78.81, 19.99,"nope"
1350.63, 18.72,"nope"
72.67, 20.65,"nope"
168.58, 22.85,"nope"
132.92, 12.44,"nope"
113.69, 17.01,"nope"
69.08, 20.46,"nope"
52.36, 24.18,"nope"
79.82, 21.64,"nope"
62.48, 23.50,"nope"
85.01, 18.16,"nope"
47.13, 25.50,"nope"
94.78, 16.42,"nope"
1227.62, 13.41,"nope"
502.25, 13.71,"nope"
365.64, 12.79,"nope"
591.84, 18.00,"nope"
450.06, 18.24,"nope"
57.95, 21.23,"nope"
54.41, 22.38,"nope"
62.52, 18.73,"nope"
75.84, 17.61,"nope"
55.82, 20.04,"nope"
47.98, 25.93,"nope"
48.74, 24.17,"nope"
55.17, 23.78,"nope"
41.76, 26.35,"nope"
47.09, 24.03,"nope"
42.18, 26.32,"nope"
42.92, 27.25,"nope"
51.99, 21.78,"nope"
38.26, 27.48,"nope"
45.20, 27.34,"nope"
69.05, 20.55,"nope"
54.14, 25.26,"nope"
40.65, 26.55,"nope"
41.31, 28.38,"nope"
86.03, 37.95,"nope"
73.34, 15.42,"nope"
13.86, 21.24,"nope"
12.00, 24.35,"nope"
14.27, 19.75,"nope"
37.59, 12.92,"nope"
18.19, 18.38,"nope"
34.17, 11.91,"nope"
29.47, 11.58,"nope"
21.82, 12.66,"nope"
1525.78, 19.61,"blow"
1587.33, 19.95,"blow"
1632.52, 20.23,"blow"
1817.06, 21.84,"blow"
2400.31, 23.63,"blow"
2181.64, 23.22,"blow"
2176.91, 24.49,"blow"
2505.96, 28.07,"blow"
2414.58, 25.79,"blow"
2390.90, 26.09,"blow"
2337.35, 24.40,"blow"
2558.19, 28.60,"blow"
2667.68, 26.49,"blow"
2361.22, 26.07,"blow"
2533.56, 27.86,"blow"
2581.41, 28.81,"blow"
2591.59, 27.86,"blow"
2560.19, 27.15,"blow"
2354.81, 28.82,"blow"
2656.17, 29.88,"blow"
2606.40, 27.25,"blow"
607.23, 14.26,"nope"
28.91, 20.20,"nope"
18.09, 27.01,"nope"
16.91, 27.00,"nope"
10.08, 22.23,"nope"
13.73, 18.21,"nope"
14.29, 17.68,"nope"
16.31, 15.40,"nope"
31.31, 20.81,"nope"
31.65, 19.94,"nope"
37.00, 20.11,"nope"
27.08, 17.19,"nope"
16.37, 16.86,"nope"
15.69, 17.02,"nope"
26.25, 14.05,"nope"
33.33, 18.10,"nope"
35.67, 18.07,"nope"
19.63, 21.09,"nope"
21.63, 19.67,"nope"
231.03, 9.04,"nope"
1650.62, 16.00,"blow"
1852.45, 20.95,"blow"
2313.73, 25.02,"blow"
2100.88, 23.29,"blow"
2181.88, 23.96,"blow"
2134.76, 25.80,"blow"
2275.70, 25.68,"blow"
2250.85, 24.43,"blow"
2401.72, 28.22,"blow"
2331.76, 26.24,"blow"
2227.52, 24.75,"blow"
2360.01, 27.91,"blow"
2410.62, 25.46,"blow"
2571.29, 26.82,"blow"
2267.11, 25.67,"blow"
2587.73, 29.09,"blow"
2353.05, 24.88,"blow"
2416.65, 29.22,"blow"
2339.79, 24.72,"blow"
2527.97, 29.58,"blow"
2782.42, 29.80,"blow"
2679.49, 29.84,"blow"
2692.39, 29.22,"blow"
2560.42, 28.25,"blow"
2514.74, 29.55,"blow"
2523.90, 28.44,"blow"
2682.98, 30.91,"blow"
15.92, 17.11,"nope"
27.23, 16.29,"nope"
18.58, 19.77,"nope"
14.86, 17.94,"nope"
27.49, 14.75,"nope"
10.80, 21.11,"nope"
9.29, 23.89,"nope"
13.55, 16.50,"nope"
16.32, 13.90,"nope"
14.18, 16.56,"nope"
11.62, 17.55,"nope"
10.35, 21.69,"nope"
11.00, 21.76,"nope"
17.22, 15.44,"nope"
26.36, 17.73,"nope"
18.02, 25.60,"nope"
17.99, 26.47,"nope"
16.43, 20.58,"nope"
7.62, 27.12,"nope"
6.78, 29.47,"nope"
7.30, 23.17,"nope"
6.94, 24.57,"nope"
6.99, 26.05,"nope"
7.77, 27.61,"nope"
6.79, 28.66,"nope"
7.36, 25.19,"nope"
8.40, 28.09,"nope"
6.87, 25.94,"nope"
8.01, 26.72,"nope"
7.88, 27.29,"nope"
8.09, 27.00,"nope"
6.92, 26.13,"nope"
6.73, 28.07,"nope"
8.26, 24.15,"nope"
7.77, 26.11,"nope"
7.42, 27.24,"nope"
7.01, 25.94,"nope"
8.05, 24.48,"nope"
8.52, 27.56,"nope"
7.32, 27.19,"nope"
20.62, 13.03,"nope"
12.12, 20.49,"nope"
9.87, 21.12,"nope"
79.81, 6.17,"nope"
59.92, 6.62,"nope"
27.99, 11.23,"nope"
20.26, 12.83,"nope"
80.25, 6.59,"nope"
66.93, 6.77,"nope"
42.36, 7.58,"nope"
27.15, 11.51,"nope"
19.88, 11.61,"nope"
24.27, 13.00,"nope"
17.30, 15.58,"nope"
16.19, 14.74,"nope"
23.04, 11.51,"nope"
23.47, 13.13,"nope"
11.50, 20.75,"nope"
77.07, 6.68,"nope"
64.04, 6.60,"nope"
43.94, 10.23,"nope"
22.41, 11.26,"nope"
30.91, 13.87,"nope"
19.90, 13.44,"nope"
62.66, 6.64,"nope"
40.07, 7.31,"nope"
28.77, 10.09,"nope"
20.37, 13.20,"nope"
25.99, 13.96,"nope"
16.16, 17.38,"nope"
11.07, 21.47,"nope"
9.66, 17.90,"nope"
15.25, 19.09,"nope"
10.31, 19.93,"nope"
42.48, 8.12,"nope"
32.21, 9.58,"nope"
69.49, 7.21,"nope"
46.78, 7.44,"nope"
20.52, 12.69,"nope"
9.75, 22.07,"nope"
67.57, 6.94,"nope"
43.63, 7.06,"nope"
21.85, 11.68,"nope"
16.44, 15.54,"nope"
16.83, 19.23,"nope"
13.73, 16.29,"nope"
11.26, 21.11,"nope"
13.07, 16.67,"nope"
10.91, 19.19,"nope"
7.91, 23.50,"nope"
60.84, 6.56,"nope"
44.37, 8.15,"nope"
24.91, 12.11,"nope"
12.69, 18.16,"nope"
29.93, 12.91,"nope"
47.41, 9.21,"nope"
45.47, 8.12,"nope"
29.88, 9.66,"nope"
17.80, 13.80,"nope"
56.16, 12.38,"nope"
14.65, 19.45,"nope"
10.19, 21.23,"nope"
13.50, 16.38,"nope"
41.59, 10.66,"nope"
10.96, 22.78,"nope"
13.28, 16.62,"nope"
14.03, 17.44,"nope"
59.09, 7.49,"nope"
33.57, 8.31,"nope"
54.51, 10.50,"nope"
72.22, 6.71,"nope"
49.46, 8.46,"nope"
28.36, 11.03,"nope"
39.69, 8.28,"nope"
24.02, 12.80,"nope"
27.64, 17.29,"nope"
16.65, 17.40,"nope"
11.23, 20.63,"nope"
9.16, 22.14,"nope"
17.20, 18.77,"nope"
10.28, 22.59,"nope"
60.89, 7.28,"nope"
44.74, 7.36,"nope"
22.83, 12.28,"nope"
14.33, 15.44,"nope"
32.15, 14.36,"nope"
15.38, 16.69,"nope"
58.04, 7.66,"nope"
33.35, 8.36,"nope"
18.14, 13.81,"nope"
12.02, 19.62,"nope"
19.99, 13.98,"nope"
10.45, 22.64,"nope"
11.61, 20.74,"nope"
33.12, 12.82,"nope"
15.47, 17.11,"nope"
30.13, 15.83,"nope"
17.71, 17.73,"nope"
57.82, 8.27,"nope"
1215.65, 16.47,"blow"
1750.62, 19.55,"blow"
2036.99, 20.09,"blow"
2097.29, 21.12,"blow"
1947.14, 19.17,"blow"
1942.25, 21.57,"blow"
1924.80, 15.93,"blow"
1937.81, 21.28,"blow"
2277.28, 20.54,"blow"
2195.76, 19.75,"blow"
2031.59, 20.51,"blow"
1938.67, 21.14,"blow"
1703.54, 16.10,"blow"
2057.45, 20.65,"blow"
2173.89, 21.43,"blow"
2293.47, 21.31,"blow"
2258.35, 23.57,"blow"
2086.60, 21.85,"blow"
2529.49, 23.57,"blow"
2243.17, 21.57,"blow"
158.14, 30.22,"nope"
155.11, 30.74,"nope"
117.62, 31.56,"nope"
129.50, 34.99,"nope"
130.83, 31.67,"nope"
127.63, 33.68,"nope"
121.43, 34.91,"nope"
136.27, 32.05,"nope"
143.48, 32.51,"nope"
98.36, 35.34,"nope"
144.86, 33.60,"nope"
144.78, 33.83,"nope"
114.93, 34.49,"nope"
1399.50, 17.28,"blow"
1483.34, 19.63,"blow"
1761.58, 19.80,"blow"
